formula,problem,target_noise,predicted_tree,mse_fit,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,time,input_dimension
1/2*m*(v**2+u**2+w**2),feynman_I_13_4,0.001,(-7.567192808142141 add (((0.914467444126323 add (0.2760473252014993 mul x_0)))**2 mul ((5.0761339776952505 mul ((0.18291101780679522 add (-0.33763055346633175 mul x_3)))**2) add (11.966425553900919 mul (sin((-0.9823780391934778 add (-0.21776444306281645 mul x_0))) mul ((-0.02264054033463894 mul ((-0.6917588607030655 add (1.4771072974165582 mul x_1)))**2) sub (0.24866604112046287 mul x_2))))))),0.00178331,0.992697693,0,0,0,0,39,0.992786329,0,0,0,0,39,566.3054652,4
m*g*z,feynman_I_14_3,0.001,(-0.7576989340727834 add (((-0.31957101041179325 add (-0.10606529921347484 mul x_2)))**2 mul (abs((0.6602088435637423 add (9.542753166076633 mul x_0))) mul abs((-0.048621469664757194 add (-0.7330572528408832 mul x_1)))))),0.000969012,0.99714824,0,0,0,0,22,0.997068903,0,0,0,0,22,32.61344814,3
1/2*k_spring*x**2,feynman_I_14_4,0.001,((0.0001195332363834514 mul x_0) add (4.992654279895397 mul (inv((0.000895499198188883 add (-0.3209446756072593 mul (inv((1.5697360083301666e-05 add (-0.049615740418048976 mul x_0))) mul exp((1.72093487413286 add (-2.3804018705383262e-08 mul x_0))))))) mul (((-0.00010885633600586318 mul x_0) add (1.9031546661785714 mul x_1)))**2))),1.01E-06,0.999997506,1,0,0,1,33,0.999999995,1,1,1,1,33,22.34871125,2
???,feynman_I_15_10,0.001,(-0.2978091953882972 add (inv((8.299968455960073 add (0.21489782004844366 mul x_2))) mul ((-1.02717111021775 mul x_0) add ((0.3502408814073629 mul x_2) sub (-357.09698589521577 mul (x_1 mul cos((-1.569682529990328 add (0.030375734423686757 mul x_0))))))))),0.000582789,0.996515328,1,0,0,1,27,0.99667791,1,0,0,1,27,46.89852166,3
(t-u*x/c**2)/sqrt(1-u**2/c**2),feynman_I_15_3t,0.001,(-0.010084563984886533 add ((1.000976999322269 mul x_3) sub (0.5273097272548724 mul (((0.4152991853661469 mul x_0) add (-0.22589485213287697 mul (x_2 mul x_3))) mul exp(((-0.47228170009937975 mul x_1) add (0.7664746787395378 mul x_2))))))),1.61E-05,0.999886857,1,0,0,1,26,0.999897823,1,0,0,1,26,56.97233629,4
(x-u*t)/sqrt(1-u**2/c**2),feynman_I_15_3x,0.001,(2.1115976880941987 add (((-1.4635874286981085 mul x_1) add (1.0203311724766015 mul x_0)) sub ((1.525700066225361 mul x_3) sub (9.02274297838895 mul exp(((-0.4636954902069087 mul x_2) add (-56.86813977248855 mul inv((-1.665220420609086 add (31.493600144291594 mul x_1)))))))))),0.000376551,0.995409856,1,0,0,1,29,0.995347872,1,0,0,1,29,78.20121551,4
(u+v)/(1+u*v/c**2),feynman_I_16_6,0.001,(-0.005600249670694835 add ((1.0025640793117288 mul x_0) add (-4.558268744293465e-13 mul (((-2217984.229636536 mul x_1) sub (-2197982.897113338 mul x_0)) mul ((69674.50819882602 mul x_0) add (355997.1874592683 mul sin(((0.5990926559843529 mul x_2) add (-2625267.0464767264 mul cos((1.5707972756449102 add (-1.988440120082671e-08 mul (x_0 mul x_0))))))))))))),0.000910809,0.993504908,0,0,0,0,37,0.993520317,0,0,0,0,37,507.9620275,3
r*F*sin(theta),feynman_I_18_12,0.001,(-0.001094136190193589 add (sin((0.00036031624487770097 add (1.0000083650475255 mul x_2))) mul (((-15.739533571549986 add (-5.543702960460428 mul x_0)))**2 mul sin((-6.283193779999202 add (0.002757913356612571 mul x_1)))))),0.000997129,0.998970707,0,0,0,0,22,0.998977078,0,0,0,0,22,51.99675655,3
m*r*v*sin(theta),feynman_I_18_14,0.001,(-0.09550247396694694 add ((((3.2354703824186872 add (1.1221806945323445 mul x_1)))**2 mul (((-0.4680854602641669 add (-0.16279555200927348 mul x_2)))**2 mul sin((3.1281470609966138 add (-0.9950489508456588 mul x_3))))) mul abs((0.0016236522273526172 add (0.2102371404060524 mul x_0))))),0.002006121,0.997985956,0,0,0,0,29,0.997915168,0,0,0,0,29,73.28538799,4
(m1*r1+m2*r2)/(m1+m2),feynman_I_18_4,0.001,(-0.002409110313935985 add ((0.4937333642497001 mul x_3) add ((0.5070395961353555 mul x_2) add (-0.013636705286818906 mul (((5.508555532872478 mul x_3) add (-5.538085099804424 mul x_2)) mul ((1.1302090447404478 mul x_0) add (-1.1573014747086938 mul x_1))))))),0.000201081,0.997287818,1,0,0,1,27,0.99723262,1,0,0,1,27,106.6202807,4
1/2*m*(omega**2+omega_0**2)*1/2*x**2,feynman_I_24_6,0.001,(-0.44225312631877567 add ((((-0.08782266933334619 add (-1.6794478898135143 mul x_3)))**2 mul ((4.248463310753156 add (2.073445301023163 mul x_0)))**2) mul (((0.033008431772317645 mul x_2) add (0.0060401059262467 mul abs((1.5776025577464101 add (5.463446098809426 mul x_1))))))**2)),0.002076089,0.994408537,0,0,0,0,29,0.994471447,0,0,0,0,29,54.18656063,4
q/C,feynman_I_25_13,0.001,(1.1790966560098621 add (inv((0.0008074032131755941 add (2.441472211243598 mul x_1))) mul ((2.441860971846112 mul x_0) sub (2.879221674996996 mul x_1)))),9.93E-07,0.999996638,1,0,1,1,16,0.999999988,1,1,1,1,16,32.01355124,2
arcsin(n*sin(theta2)),feynman_I_26_2,0.001,(-0.0031268340510222916 add (sin((0.14708176450208807 add (0.9515949571106916 mul x_1))) mul tan((0.02185222357120615 add (0.8998215272786549 mul x_0))))),0.002325369,0.997663237,0,0,0,0,15,0.997719106,0,0,0,0,15,32.8175447,2
1/(1/d1+n/d2),feynman_I_27_6,0.001,(-8.926920220431003e-05 add (((0.7904697539625121 mul x_0) add (19.409260843502 mul cos((-1.5707830249153214 add (-5.7761776008590345e-06 mul x_1))))) mul inv((0.790433978655073 add (0.08468164565939904 mul (x_2 mul abs((0.0018840653182093773 add (65.69770877161444 mul (inv((0.00031278944302039956 add (-7.038527290034023 mul x_1))) mul x_0)))))))))),9.98E-07,0.999994379,1,0,1,1,35,0.999999985,1,1,1,1,35,251.0462844,3
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),feynman_I_29_16,0.001,(-0.1250292276161286 add (((-0.06511340101049658 mul abs((-3.5349168378447073 add (2.7572713392180574 mul x_1)))) sub (0.2808120770632881 mul x_0)) mul ((-4.419266129512516 mul sin(((0.44207542894776786 mul abs(((-1.0599367780649702 mul x_3) add (1.0580725139724194 mul x_2)))) add (0.0060641550910742565 mul x_0)))) sub (-4.5700180589511525 mul inv((0.6351707525993814 add (-2.0939483248024 mul x_0))))))),0.010409543,0.95215031,0,0,0,0,41,0.950924334,0,0,0,0,41,8400.414352,4
omega/c,feynman_I_29_4,0.001,(0.8966283785426594 add (inv((0.0020086819300878162 add (20.028072261123963 mul x_1))) mul ((20.02810233863163 mul x_0) add (-17.95732178466323 mul x_1)))),1.00E-06,0.999997842,1,0,1,1,16,0.999999995,1,1,1,1,16,31.41349506,2
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,feynman_I_30_3,0.001,(0.04157507218173838 add ((((0.003236319888621186 mul x_1) add (243.78920772779935 mul sin((-3.1420590828297503 add (-0.5004157655645126 mul (x_1 mul x_2)))))))**2 mul (inv((22.684682679097516 add (212.40798170725927 mul x_1))) mul ((0.01405284479761165 mul x_0) add ((4.807381595940932 mul x_1) sub (-109.99035932453138 mul sin((0.00031831527970598364 add (-0.04397563158709505 mul x_1))))))))),0.016678941,0.967382484,0,0,0,0,41,0.967773452,0,0,0,0,41,6626.583149,3
arcsin(lambd/(n*d)),feynman_I_30_5,0.001,(0.011500140784883364 add (inv((-0.3509217814062461 add (2.3982094210395077 mul x_2))) mul exp(((-0.3473379176347838 mul x_1) add (0.7438825867461055 mul x_0))))),0.001649989,0.994336044,0,0,0,1,17,0.994306191,0,0,0,1,17,42.21582556,3
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),feynman_I_32_17,0.001,(0.17213676178639195 add (exp(((3.3234863904224157 mul x_4) add ((1.2996994155787063 mul x_3) sub (1.6139442809820612 mul x_5)))) mul (((-0.00933781723877062 add (0.18910171501514417 mul x_2)))**2 mul exp(((0.7176931672711028 mul x_1) add (0.660961703380547 mul x_0)))))),0.005509022,0.992648687,0,0,0,0,30,0.992588762,0,0,0,0,30,145.3349528,6
q**2*a**2/(6*pi*epsilon*c**3),feynman_I_32_5,0.001,(-0.005956690334529558 add (inv((-2.120794783311552e-05 add (0.0012525911655496833 mul x_2))) mul (inv((-206.70016683879322 add (343.5065026910569 mul x_3))) mul exp(((0.5574125901337321 mul x_1) sub ((0.7719592266228393 mul x_3) sub (-0.4726147035980947 mul ((2.950267908318737 add (-0.439784732212941 mul x_0)))**2))))))),0.006368484,0.992824875,0,0,0,0,33,0.993745149,0,0,0,0,33,179.3602951,4
omega_0/(1-v/c),feynman_I_34_1,0.001,(0.005859543632159094 add ((1.5062795810107172 mul x_2) add (-0.17654623105428766 mul (inv((6.42907205048459 add (-3.320181249624975 mul x_0))) mul ((-0.27584017558134133 mul x_1) sub (-2.3068710378655557 mul (x_2 mul ((11.249798023027543 mul x_1) add (-3.775409931137143 mul x_0))))))))),0.000281263,0.998190184,1,0,0,1,30,0.998256752,1,0,0,1,30,56.50852084,3
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0.001,(-0.43312847800451276 add (inv((416.10593951346823 add (-0.5693172043968678 mul (inv((193.338776595141 add (-57.837361195529375 mul x_1))) mul exp((11.011026076851632 add (-0.21979069631231699 mul x_0))))))) mul ((20.357281415305973 mul x_0) sub ((-1.6466382913674018 mul x_0) sub (426.1990816375548 mul x_2))))),0.000246446,0.998289631,1,0,0,1,32,0.998326551,1,0,0,1,32,105.2316346,3
(h/(2*pi))*omega,feynman_I_34_27,0.001,(5.328101975856156e-05 add (abs((-7.365293372860392e-05 add (0.5246835599580826 mul x_0))) mul ((0.3033355542357202 mul x_1) add (-2.9854437884975004e-07 mul ((1.7673603442970747 add (-0.7132366920910137 mul (x_1 mul x_0))))**2)))),1.01E-06,0.999995821,1,0,1,1,23,0.999999995,1,1,1,1,23,26.98693991,2
q*v*B/p,feynman_I_34_8,0.001,(-0.10096214996859333 add ((((-2.7168674129106103 add (-0.9504226530149107 mul x_2)))**2 mul ((0.10475626939423612 add (0.0350014256052181 mul x_1)))**2) mul (inv((-0.039075418747124134 add (1.247079162211975 mul x_3))) mul abs((0.06220749116309561 add (-7.632509559595998 mul x_0)))))),0.002130567,0.995427618,0,0,0,0,29,0.995392935,0,0,0,0,29,73.47806263,4
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0.001,(0.2510555680910803 add (sin((2.1994132279133476 add (-0.6816500936276251 mul x_2))) mul (((-0.04469663012063238 mul abs((3.1626739803682478 add (0.006594519189129929 mul x_1)))) add (0.04641133765293162 mul x_2)) mul ((1.0097376170952173 mul x_2) sub ((15.45394549134147 mul x_1) add (2.2923783533387203 mul ((-2.1579846494819748 add (-0.7649967383223473 mul x_0)))**2)))))),0.002028177,0.995120768,0,0,0,0,38,0.995198085,0,0,0,0,38,788.5722184,3
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),feynman_I_38_12,0.001,(0.006516299012941641 add (((0.00476508886410813 add (-0.14178700805257846 mul x_2)))**2 mul (inv((-0.02969696766281527 add (1.1534006032760635 mul x_0))) mul exp(((0.3421343948540416 mul x_3) sub (-0.2186833065668653 mul ((-4.584929506852556 add (0.9772886216828859 mul x_1)))**2)))))),0.00551566,0.992796087,0,0,0,0,29,0.993245899,0,0,0,0,29,91.65664744,4
3/2*pr*V,feynman_I_39_1,0.001,(-0.00031431751884320065 add (((0.6754176252069445 mul x_1) sub (-1.0427778887829166e-05 mul x_0)) mul abs((0.00043496726766160655 add (2.2207497453690674 mul x_0))))),9.97E-07,0.999995871,1,0,1,1,16,0.999999999,1,1,1,1,16,29.77770138,2
1/(gamma-1)*pr*V,feynman_I_39_11,0.001,(0.022788169315102854 add (abs((-2.1920357299497994 add (0.10906321209284642 mul (x_0 mul ((2.9272489944923534 add (-0.20883757458968819 mul x_0)))**2)))) mul ((-4.920902039092678e-06 mul ((334.73693552637445 add (-8.561230151029076 mul (x_1 mul (x_1 mul x_0)))))**2) sub (-0.20431995364447536 mul (((-2.012258924052991 add (-0.6664549724131652 mul x_1)))**2 mul x_2))))),0.00222615,0.993691461,0,0,0,0,39,0.993428875,0,0,0,0,39,33.87678075,3
n*kb*T/V,feynman_I_39_22,0.001,((((-0.22264896235072879 add (-0.0766349826467184 mul x_3)))**2 mul inv((3.395675659471275 add (-0.0007129478582745143 mul x_2)))) mul (inv((-1.8411623784656987 add (66.56741516824526 mul x_2))) mul (((-17.795110491140782 add (-6.101985806946156 mul x_1)))**2 mul ((6.9407032216052205 mul x_0) sub (-0.07233879457066185 mul x_2))))),0.002013944,0.99565302,0,0,0,0,35,0.995592537,0,0,0,0,35,206.0151167,4
n_0*exp(-m*g*x/(kb*T)),feynman_I_40_1,0.001,(-0.1263666402855061 add (exp((-6.798072362271796 add (-0.3118056915601491 mul x_2))) mul (((-0.6831179552777678 add (-0.17817791235607242 mul x_0)))**2 mul (((5.724041659626408 mul x_4) add ((-5.0345726045389965 mul x_3) add ((-5.001317249149244 mul x_5) add (-9.185499499128902 mul exp((1.5515245809667064 add (-0.44636435848374034 mul x_1))))))))**2))),0.052629304,0.921239726,0,0,0,0,37,0.921394252,0,0,0,0,37,7395.394673,6
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),feynman_I_41_16,0.001,(-0.013613286815817322 add ((inv((2.827454806793007 add (11.334712122656436 mul x_4))) mul (inv((-2.01288837205912 add (11.078413797722783 mul x_4))) mul ((-0.854696040674115 mul x_2) sub (-0.0889364191378828 mul ((8.860522831579079 add (3.0120019996280245 mul x_3)))**2)))) mul (((0.06769449523486953 add (-1.141501748983173 mul x_0)))**2 mul ((1.140752070687762 mul x_1) sub (3.112252827622593 mul sin((-3.0832881199587288 add (-0.03974498859456644 mul x_0)))))))),0.001525377,0.997989193,0,0,0,0,48,0.997994288,0,0,0,0,48,798.2876015,5
mu_drift*q*Volt/d,feynman_I_43_16,0.001,(-0.2735794316923634 add (inv((0.11940568747686267 add (2.2557090483841975 mul x_3))) mul (((1.9799464239600137 add (0.6670282584727905 mul x_0)))**2 mul (((0.7036945008122795 add (0.23777215410570698 mul x_1)))**2 mul abs((0.0399009926148607 add (0.6094866970640063 mul x_2))))))),0.002044872,0.995615266,0,0,0,0,29,0.995581052,0,0,0,0,29,178.4930861,4
mob*kb*T,feynman_I_43_31,0.001,(-0.005295525401153517 add (abs((-0.0007934260015603126 add (-1.0309782003130579 mul x_2))) mul (abs((-5.6077619063900306e-05 add (-0.21541231480049822 mul x_1))) mul abs((6.84709533111145e-05 add (4.501966495298581 mul x_0)))))),1.01E-06,0.999997016,1,0,1,1,22,0.999999985,1,1,1,1,22,29.36062551,3
1/(gamma-1)*kb*v/A,feynman_I_43_43,0.001,(-0.08414019545791115 add (inv((2.957357535718291 add (65.85793644694553 mul x_2))) mul (((0.9160070360080232 mul x_0) add (0.00011214865267052854 mul exp(((-0.3336504181432974 mul x_0) add (8.914228963923325 mul arctan((3.6521187560535973 add (0.4350727492740757 mul (x_3 mul x_1))))))))))**2)),0.003419013,0.992781145,0,0,0,0,31,0.992907862,0,0,0,0,31,239.8407128,4
n*kb*T*ln(V2/V1),feynman_I_44_4,0.001,(0.07464036342491225 add ((exp(((-0.18550496351489337 mul x_4) add (0.32653476031809586 mul x_0))) mul ((-1.0870191502815343 mul (x_1 mul ((-2.3243562486794485 add (-0.771072500258286 mul x_2)))**2)) sub (99.02573544287847 mul cos((-1.5605578462911076 add (-0.006429384698816046 mul x_3)))))) mul (inv((18.471903339422624 add (6.915304086112015 mul x_3))) mul ((-3.172584901208819 mul x_4) add (3.191378359143056 mul x_3))))),0.005691056,0.99430892,0,0,0,0,45,0.994346971,0,0,0,0,45,546.8248713,5
sqrt(gamma*pr/rho),feynman_I_47_23,0.001,(0.7173964420486542 add ((0.1333781958407788 mul x_0) add (0.23321671295462315 mul (inv((-2.724357950611148 add (-2.405623931147107 mul x_2))) mul ((-11.185351217232055 mul x_1) sub ((-6.8386516869447 mul x_2) sub (0.2953831322290992 mul (x_1 mul ((3.449894892406807 mul x_1) add (-7.899163658823313 mul x_0)))))))))),0.000836638,0.993338746,0,0,0,1,34,0.993413252,0,0,0,1,34,102.4517665,3
m*c**2/sqrt(1-v**2/c**2),feynman_I_48_2,0.001,(-4.491681422913455 add (((-0.6262929504878969 add (-0.20843139738730915 mul x_0)))**2 mul ((3.0587080381986342 mul x_1) add (0.06475586438761735 mul ((0.19944496148284735 add (5.324692985537116 mul x_2)))**2)))),0.000984176,0.997064358,0,0,0,0,21,0.997109028,0,0,0,0,21,35.65335751,3
x1*(cos(omega*t)+alpha*cos(omega*t)**2),feynman_I_50_26,0.001,(-0.2689272742862294 add (((-0.28686968722748446 add (-0.12258987043122617 mul x_0)))**2 mul ((0.9168430373301143 add (5.694099190154405 mul (cos((0.008460595048963454 add (-1.0005442286334199 mul (x_1 mul x_2)))) mul cos((-4.961557366234282 add (-0.23346268423827995 mul x_3)))))))**2)),0.008503287,0.986341824,0,0,0,0,29,0.986614641,0,0,0,0,29,1592.311309,4
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2,0.001,(0.010197446136592977 add (((3.1333738096824857 add (-3.104919121028708 mul (x_1 mul inv((-0.4414232942658087 add (3.1087667498613247 mul x_0)))))))**2 mul ((-0.03739596798746739 mul x_0) sub (-4.058379972784615 mul sin((0.049185845756224825 add (-0.015524625858931577 mul (exp((1.2198645491568239 add (-0.7286974761846963 mul x_0))) mul x_0)))))))),0.000530499,0.995818064,0,0,0,1,35,0.995786277,0,0,0,1,35,378.3704715,2
exp(-theta**2/2)/sqrt(2*pi),feynman_I_6_2a,0.001,(0.5835472519701179 add (x_0 mul inv((-2.5490236105635433 add (-4.817711157516132 mul (x_0 mul ((0.21706887566259547 add (0.07037615711954016 mul x_0)))**2)))))),6.00E-05,0.99986468,1,0,0,0,17,0.999867678,1,0,0,0,17,20.42157054,1
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2b,0.001,(0.10954297679499028 add (exp((-1.4727762875048618 add (-1.4625494324000303 mul x_0))) mul ((2.2096092993925573 mul x_0) sub (-3.0009748080384675 mul cos(((-1.3973146089721271 mul x_1) add (1.3953789645286334 mul x_2))))))),0.000316402,0.996349661,1,0,0,1,23,0.996428827,1,0,0,1,23,38.05389333,3
sqrt((x2-x1)**2+(y2-y1)**2),feynman_I_8_14,0.001,(0.2826227155834521 add ((0.05236285831037194 mul abs(((13.946731341834493 mul x_3) add ((-6.798207777253629 mul x_2) add (-7.09820777725345 mul x_2))))) add (0.017955236990473574 mul abs(((-0.26420715613056994 mul x_3) sub ((3.63271306240037 mul ((-1.817363604517755 add (0.022008860750826652 mul x_0)))**2) add (-7.37590646814076 mul abs(((5.741582975366033 mul x_0) add (-5.767113933027961 mul x_1)))))))))),0.007826904,0.957707575,0,0,0,0,43,0.958263722,0,0,0,0,43,1301.21578,4
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),feynman_I_9_18,0.001,(-0.006918303609043136 add (inv(((1.0613595021182969 mul ((1.3715792017348996 add (-1.3968356020947637 mul x_3)))**2) add ((-10.499512192350743 mul x_4) sub (-9.784480435574787 mul x_5)))) mul (((0.006235763661050573 mul ((-9.504075416570624 add (-1.7092745852198374 mul x_8)))**2) sub ((0.25384821471143776 mul x_7) sub (0.4850208775569373 mul x_2))) mul exp(((0.6528300322091136 mul x_1) add ((0.3387149174894526 mul x_6) add (0.6435599756711041 mul x_0))))))),0.002766218,0.982503721,0,0,0,0,49,0.982369363,0,0,0,0,49,10971.73701,9
???,feynman_test_1,0.001,(-0.09828762478482951 add (exp(((1.2718265946409997 mul x_2) add ((1.328074144741989 mul x_3) sub (-1.2405137969278557 mul x_4)))) mul (exp((700.2062283727405 add (1.2243587493933648 mul x_0))) mul exp(((707.4041899259819 mul cos((-3.0035936044509826 add (-0.05038070771941527 mul x_6)))) add ((1.2415744146019532 mul x_1) sub (1.1267419798921874 mul x_5))))))),0.014529942,0.982243785,0,0,0,0,39,0.980945595,0,0,0,0,39,4841.454587,7
???,feynman_test_10,0.001,(0.1765739990688681 add ((-1.1879997742787254 mul x_1) sub (-2.8632399840474627 mul (inv((9.011303304484015 add (1.0739171067852082 mul x_2))) mul ((-0.2690493045632679 mul x_0) add ((-1.088159191424033 mul exp((0.7494786054997352 add (-0.9752446891727042 mul x_2)))) sub ((-5.257009053508083 mul x_1) add (-4.449545877610025 mul x_2)))))))),0.000111658,0.997282858,1,0,0,1,35,0.997296567,1,0,0,1,35,78.70743799,3
???,feynman_test_11,0.001,(-0.13727984759372752 add (exp(((-0.3292024175801302 mul x_1) add (0.4552080573692863 mul x_0))) mul exp(((-1128.9746621990587 mul sin((1.4950578894538147 add (0.026924533555402717 mul x_2)))) add (-1129.1508929363754 mul sin((-1.5010346184247214 add (-0.022060320158316948 mul (x_3 mul x_2))))))))),0.002425877,0.990081892,0,0,0,0,31,0.990059157,0,0,0,0,31,5023.57589,4
???,feynman_test_12,0.001,(0.9163028336107223 add ((inv((11.613470416954048 add (-1.656248744050364 mul x_2))) mul ((0.49333184393203794 mul ((-0.507409742728255 add (0.142264040598119 mul x_2)))**2) add (-0.02354659428320889 mul x_3))) mul (inv((0.05509617636366957 add (-0.0822362487854447 mul x_1))) mul ((26.43016895423251 mul x_0) sub ((0.9036577525633053 mul abs((28.547995197171215 add (-21.256533189995476 mul x_1)))) add (-0.005853784791383942 mul (x_4 mul ((-60.37415840922087 mul x_0) sub (-6.519968173150451 mul (x_4 mul x_3)))))))))),0.001167026,0.997571918,0,0,0,0,55,0.997585699,0,0,0,0,55,229.2175627,5
???,feynman_test_13,0.001,(-0.0021059226639716677 add (inv((79.37334636347886 add (25.746579879289964 mul (sin((-9.287284101310334 add (-0.06755528348495894 mul x_2))) mul ((28.40889984969133 mul x_4) add (-3.31736731703655 mul x_0)))))) mul ((1.8719293570638613 mul x_0) add (0.3778691279530014 mul abs(((0.11468364567283458 mul ((-14.312205039748635 add (4.576521771752315 mul x_3)))**2) add (0.07153534595799892 mul x_1))))))),0.025551834,0.931749181,0,0,0,0,41,0.929618122,0,0,0,0,41,1053.546738,5
???,feynman_test_14,0.001,(-0.005938682993854332 add ((exp((-1.0239679649025117 add (0.29401857472368575 mul x_0))) mul exp((-1.4239679649112866 add (0.06191591315036857 mul (x_3 mul x_3))))) mul (exp((1.7760320350944785 add (-0.5980980452005059 mul x_2))) mul (cos((-9.485345911681058 add (-0.9811158126630839 mul x_1))) mul ((-6.9550476447208265 mul x_4) sub ((-19.939492886297923 mul x_2) add (7.470106706406273 mul x_3))))))),0.095807216,0.904191655,0,0,0,0,43,0.907354786,0,0,0,0,43,9475.270271,5
???,feynman_test_15,0.001,(-0.09654949207732838 add (abs((0.08452899947603396 add (0.82069177986608 mul x_2))) mul exp((0.20122833510841445 add (-0.7890736524094383 mul (inv((0.017183014487455395 add (0.4097332915729974 mul x_0))) mul sin((1.2798130521989535 add (1.0985947821400817 mul x_3))))))))),0.002056298,0.98614363,0,0,0,1,27,0.986602004,0,0,0,1,27,1698.024033,4
